"# Channel 1"
"# Trace 1"
Frequency, Formatted Data, Formatted Data
+2.66273400000E+008, +3.69612754280E-008, +0.00000000000E+000
+2.68273200000E+008, +3.75838108279E-008, +0.00000000000E+000
+2.70273000000E+008, +3.76269436534E-008, +0.00000000000E+000
+2.72272800000E+008, +3.61513296300E-008, +0.00000000000E+000
+2.74272600000E+008, +3.56034552881E-008, +0.00000000000E+000
+2.76272400000E+008, +3.73817090041E-008, +0.00000000000E+000
+2.78272200000E+008, +3.86186250080E-008, +0.00000000000E+000
+2.80272000000E+008, +3.75371216179E-008, +0.00000000000E+000
+2.82271800000E+008, +3.72260453436E-008, +0.00000000000E+000
+2.84271600000E+008, +3.52007745523E-008, +0.00000000000E+000
+2.86271400000E+008, +3.57215194814E-008, +0.00000000000E+000
+2.88271200000E+008, +3.59441674996E-008, +0.00000000000E+000
+2.90271000000E+008, +3.57250011369E-008, +0.00000000000E+000
+2.92270800000E+008, +3.55614660812E-008, +0.00000000000E+000
+2.94270600000E+008, +3.49454923826E-008, +0.00000000000E+000
+2.96270400000E+008, +3.51818361051E-008, +0.00000000000E+000
+2.98270200000E+008, +3.57468242797E-008, +0.00000000000E+000
+3.00270000000E+008, +3.62875492734E-008, +0.00000000000E+000
+3.02269800000E+008, +3.78576446245E-008, +0.00000000000E+000
+3.04269600000E+008, +3.81033418210E-008, +0.00000000000E+000
+3.06269400000E+008, +3.28387840811E-008, +0.00000000000E+000
+3.08269200000E+008, +3.09890653735E-008, +0.00000000000E+000
+3.10269000000E+008, +3.27971493614E-008, +0.00000000000E+000
+3.12268800000E+008, +3.48714917368E-008, +0.00000000000E+000
+3.14268600000E+008, +3.57716046956E-008, +0.00000000000E+000
+3.16268400000E+008, +3.66461572598E-008, +0.00000000000E+000
+3.18268200000E+008, +3.39850669197E-008, +0.00000000000E+000
+3.20268000000E+008, +3.38940918675E-008, +0.00000000000E+000
+3.22267800000E+008, +3.23157887616E-008, +0.00000000000E+000
+3.24267600000E+008, +3.29237907178E-008, +0.00000000000E+000
+3.26267400000E+008, +3.09748787339E-008, +0.00000000000E+000
+3.28267200000E+008, +3.27047548020E-008, +0.00000000000E+000
+3.30267000000E+008, +3.01548664336E-008, +0.00000000000E+000
+3.32266800000E+008, +2.79138784993E-008, +0.00000000000E+000
+3.34266600000E+008, +3.25364383982E-008, +0.00000000000E+000
+3.36266400000E+008, +3.90244238194E-008, +0.00000000000E+000
+3.38266200000E+008, +4.03893099008E-008, +0.00000000000E+000
+3.40266000000E+008, +3.90147804136E-008, +0.00000000000E+000
+3.42265800000E+008, +3.74333274686E-008, +0.00000000000E+000
+3.44265600000E+008, +2.73980189649E-008, +0.00000000000E+000
+3.46265400000E+008, +1.49331918333E-008, +0.00000000000E+000
+3.48265200000E+008, +3.01007141244E-008, +0.00000000000E+000
+3.50265000000E+008, +3.88394343492E-008, +0.00000000000E+000
+3.52264800000E+008, +4.03423500386E-008, +0.00000000000E+000
+3.54264600000E+008, +2.56515934354E-008, +0.00000000000E+000
+3.56264400000E+008, +6.71423623824E-009, +0.00000000000E+000
+3.58264200000E+008, +1.64398799935E-008, +0.00000000000E+000
+3.60264000000E+008, +3.69665578219E-008, +0.00000000000E+000
+3.62263800000E+008, +4.74693454693E-008, +0.00000000000E+000
+3.64263600000E+008, +4.37764824595E-008, +0.00000000000E+000
+3.66263400000E+008, +4.22617389801E-008, +0.00000000000E+000
+3.68263200000E+008, +4.11250516547E-008, +0.00000000000E+000
+3.70263000000E+008, +4.04113223037E-008, +0.00000000000E+000
+3.72262800000E+008, +3.95617397314E-008, +0.00000000000E+000
+3.74262600000E+008, +3.65688946127E-008, +0.00000000000E+000
+3.76262400000E+008, +3.60198412236E-008, +0.00000000000E+000
+3.78262200000E+008, +3.47911779599E-008, +0.00000000000E+000
+3.80262000000E+008, +3.38055852975E-008, +0.00000000000E+000
+3.82261800000E+008, +2.90759385944E-008, +0.00000000000E+000
+3.84261600000E+008, +2.74034682357E-008, +0.00000000000E+000
+3.86261400000E+008, +2.89978303316E-008, +0.00000000000E+000
+3.88261200000E+008, +3.27315908930E-008, +0.00000000000E+000
+3.90261000000E+008, +3.39442203456E-008, +0.00000000000E+000
+3.92260800000E+008, +3.44786217022E-008, +0.00000000000E+000
+3.94260600000E+008, +3.23362865879E-008, +0.00000000000E+000
+3.96260400000E+008, +3.27501630679E-008, +0.00000000000E+000
+3.98260200000E+008, +3.46928184824E-008, +0.00000000000E+000
+4.00260000000E+008, +3.60742699336E-008, +0.00000000000E+000
+4.02259800000E+008, +3.56578554353E-008, +0.00000000000E+000
+4.04259600000E+008, +3.41844824776E-008, +0.00000000000E+000
+4.06259400000E+008, +3.22557557166E-008, +0.00000000000E+000
+4.08259200000E+008, +3.07041809061E-008, +0.00000000000E+000
+4.10259000000E+008, +3.03033747537E-008, +0.00000000000E+000
+4.12258800000E+008, +3.11456501339E-008, +0.00000000000E+000
+4.14258600000E+008, +3.10567439704E-008, +0.00000000000E+000
+4.16258400000E+008, +2.96263394735E-008, +0.00000000000E+000
+4.18258200000E+008, +2.98991945922E-008, +0.00000000000E+000
+4.20258000000E+008, +3.40637356129E-008, +0.00000000000E+000
+4.22257800000E+008, +3.54356374751E-008, +0.00000000000E+000
+4.24257600000E+008, +3.66663180302E-008, +0.00000000000E+000
+4.26257400000E+008, +3.50852805210E-008, +0.00000000000E+000
+4.28257200000E+008, +3.32629926849E-008, +0.00000000000E+000
+4.30257000000E+008, +3.18786768829E-008, +0.00000000000E+000
+4.32256800000E+008, +3.04525429866E-008, +0.00000000000E+000
+4.34256600000E+008, +2.81880934554E-008, +0.00000000000E+000
+4.36256400000E+008, +2.65049842207E-008, +0.00000000000E+000
+4.38256200000E+008, +2.84792571240E-008, +0.00000000000E+000
+4.40256000000E+008, +3.27975142552E-008, +0.00000000000E+000
+4.42255800000E+008, +3.39999911725E-008, +0.00000000000E+000
+4.44255600000E+008, +3.27499257867E-008, +0.00000000000E+000
+4.46255400000E+008, +3.27210138017E-008, +0.00000000000E+000
+4.48255200000E+008, +3.48776964738E-008, +0.00000000000E+000
+4.50255000000E+008, +3.86393126657E-008, +0.00000000000E+000
+4.52254800000E+008, +4.01839900239E-008, +0.00000000000E+000
+4.54254600000E+008, +3.94166205590E-008, +0.00000000000E+000
+4.56254400000E+008, +3.19854260339E-008, +0.00000000000E+000
+4.58254200000E+008, +1.98280438256E-008, +0.00000000000E+000
+4.60254000000E+008, +2.00810586715E-008, +0.00000000000E+000
+4.62253800000E+008, +2.62441203470E-008, +0.00000000000E+000
+4.64253600000E+008, +3.30793800260E-008, +0.00000000000E+000
+4.66253400000E+008, +3.34045964511E-008, +0.00000000000E+000
+4.68253200000E+008, +3.19703676930E-008, +0.00000000000E+000
+4.70253000000E+008, +3.02332160656E-008, +0.00000000000E+000
+4.72252800000E+008, +3.15581064977E-008, +0.00000000000E+000
+4.74252600000E+008, +3.72057737585E-008, +0.00000000000E+000
+4.76252400000E+008, +4.11837431105E-008, +0.00000000000E+000
+4.78252200000E+008, +3.96357397180E-008, +0.00000000000E+000
+4.80252000000E+008, +3.53868252309E-008, +0.00000000000E+000
+4.82251800000E+008, +3.04356176503E-008, +0.00000000000E+000
+4.84251600000E+008, +2.72379302793E-008, +0.00000000000E+000
+4.86251400000E+008, +2.87347009383E-008, +0.00000000000E+000
+4.88251200000E+008, +2.96887417174E-008, +0.00000000000E+000
+4.90251000000E+008, +2.94764287246E-008, +0.00000000000E+000
+4.92250800000E+008, +3.08216617295E-008, +0.00000000000E+000
+4.94250600000E+008, +3.13109484985E-008, +0.00000000000E+000
+4.96250400000E+008, +2.98399978736E-008, +0.00000000000E+000
+4.98250200000E+008, +3.20332555676E-008, +0.00000000000E+000
+5.00250000000E+008, +3.17507993018E-008, +0.00000000000E+000
+5.02249800000E+008, +3.88460483899E-008, +0.00000000000E+000
+5.04249600000E+008, +4.09355283589E-008, +0.00000000000E+000
+5.06249400000E+008, +3.53885090543E-008, +0.00000000000E+000
+5.08249200000E+008, +3.13417697507E-008, +0.00000000000E+000
+5.10249000000E+008, +3.11361690664E-008, +0.00000000000E+000
+5.12248800000E+008, +3.22696981503E-008, +0.00000000000E+000
+5.14248600000E+008, +3.39568401742E-008, +0.00000000000E+000
+5.16248400000E+008, +3.34610928793E-008, +0.00000000000E+000
+5.18248200000E+008, +3.35523245445E-008, +0.00000000000E+000
+5.20248000000E+008, +3.24564805845E-008, +0.00000000000E+000
+5.22247800000E+008, +3.34387679832E-008, +0.00000000000E+000
+5.24247600000E+008, +3.09804592346E-008, +0.00000000000E+000
+5.26247400000E+008, +3.28625421699E-008, +0.00000000000E+000
+5.28247200000E+008, +2.90114612821E-008, +0.00000000000E+000
